Reviewer Name,Rating,Review Text,Sentiment
swinterlover -,5,"Customer rating: 5 out of 5 stars Very sleek looking headphones Reviewed by swinterlover - December 1, 2023 [This review was collected as part of a promotion.] Very nice, comfortable and flexible. You can’t see grease, the bass and sound quality is absolutely amazing. I love that its case also comes with an inside flap to hold your charger, it’s very convenient and I never lose my charger because of it. Charges very fast and the battery lasts minimum of a week. A little pricey but I’d say it’s a worthy purchase in the long run. Look just as brand new as they did a month ago when I purchased them. I’d say the only problem I have is that I prefer to not use noise cancellation, so sometimes I think because of the environment I’m in it will turn on NC by itself even after turning that feature off, otherwise no complaints. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
KathyD - November,5,"Customer rating: 5 out of 5 stars Great quality and worth the splurge! Verified Buyer Reviewed by KathyD - November 22, 2023 [This review was collected as part of a promotion.] The best pair of headphones I've ever purchased! I bought this for full price. This is rare, I usually only splurge if items are on sale but I needed a pair of quality headphones I could use while studying. The sound dampening is next level, it even beats the Apple Airpod Pros. The quality of the build is lightweight and feels expensive. I also appreciate how well the storage case is. It has a little magnetic compartment to store the cord when not in use. The battery life is phenomenal and will last you well over a week. One downside is that app is annoying and the ability to go from ambient to noise canceling is confusing. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Craigy1631 - June,5,"Customer rating: 5 out of 5 stars Joy for the hard of hearing - Sony WH-1000XM5 Reviewed by Craigy1631 - June 7, 2022 [This review was collected as part of a promotion.] Upfront confession I'm a 60 plus male with Bluetooth hearing aids who is missing his music !!

While my hearing aids act as Bluetooth buds for my phone/tablet the quality of audio playback is such that I was on the point of giving up on music listening. For one last go I acquired the new Sony top of the range headphones and I'm so glad I did !!

On unboxing  I was surprised by the sleek new design which is quite unlike any previous headphones I've used or tested. I was pleased to see that there are no risky folding joints which always worry me and while the carrying case may be a little bigger because of this I really prefer this approach. Togethr the cans and case just ooze class.

I always prefer to see if I can operate a new device without reference to a manual or online video probably to prove I'm not too docile but also to see if enough attention has been paid to usability. One long press on the obvious power button and the usual flashing blue light was on for pairing. Two second look at my phone and I was off and running. (At the same time I disconnected my hearing aids from the phone to avoid any clash). I know there are various controls available via an app but for my first go I couldn't resist just using all defaults.

I stream from several sites all at the highest quality setting but as mentioned the hearing aids just can't cut it.  From an ergonomics point of view the headphones feel a little bigger and as such happily enclose my ears and the padding is soft and comfortable.

My preference is for live concert recordings and the minute the music started I new I was getting a quite different experience and memories of music pleasure were instantly rekindled. I was picking out specific instruments and band voices which recently have just been one blurred noise. The other thing that quickly emerged was the external noise cancelling which hit home when my wife tapped me on the shoulder to say she had been calling on me. Ah the joy !!!

Over the next couple days I downloaded the app and tried the headphones outside while walking the dog. First things first. I found the app really interesting as I still think of myself as a technofile but in all honesty other than upping the bass slightly I can easily live with the defaults. I did however try out the 360 music settings with a 360 source which brought a quite different to the whole immersive concert feel and was really enjoyable. When I went outside for the first time I had a ringing ""be careful"" from my wife as I cross a few busy roads. While the noise cancelling made a huge difference there was always enough of a background awareness that ensured I never felt at risk. For the first time in years I was able to enjoy my music with an outdoor experience.

Call quality and periodic use of my phone's online assistant worked perfectly with clear and usable ease in doors and out.

I can't compare these headphones to previous versions to highlight key changes/improvements but for me they have brought my listening back to a level I thought was long gone. Thank you Sony. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Charles - April,4,"Customer rating: 4 out of 5 stars Great Headphones Verified Buyer Reviewed by Charles - April 11, 2025 [This review was collected as part of a promotion.] The Sony WH-1000XM5 headphones offer a top-tier listening experience. The sound quality is exceptional, delivering rich and immersive audio. Comfort is clearly a priority in their design—the ear cushions are deep, plush, and remarkably soft, ensuring a snug yet gentle fit. The headband adds to this comfort with its soft padding, making these headphones ideal for extended use. Unlike some other models, they don't press too hard, avoiding headaches even during long sessions.

One downside, however, is the sensitive finish. It tends to show marks from grease or oil on your skin, which may require frequent cleaning to maintain its pristine appearance. Despite this, these headphones are a fantastic choice for anyone seeking premium noise-canceling technology with unmatched comfort. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
pam8358 - October,5,"Customer rating: 5 out of 5 stars ms Reviewed by pam8358 - October 5, 2022 [This review was collected as part of a promotion.] This is a headphone investment.  The prices are comparable to others in this catagory.  The packaging is a sturdy cardboard nesting box and the headphones itself are in a secure slim profile pouch.  The instructions are easily accessible via a camera scan or on the web.  It takes a bit of time to update the software and compete setup so be sure to allow for that.  The headphones pair easily.  They are adjustable and very comfortable over your ears.  They can detect when you sit, walk, etc and adjust the sound accordingly.  The sound quality is excellent.  They are available in black or silver.  They fold easily for storage in their case.  I have not tried them for hands free calling yet but understand this is a feature of the product.  This is definitely a product to consider! Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Gabriel_yyj - August,1,"Customer rating: 1 out of 5 stars Great sound terrible build quality Verified Buyer Reviewed by Gabriel_yyj - August 4, 2025 I bought these for my wife for Christmas. She really liked them but after about a year the joint connecting the headband to the ear piece broke. This was just outside the warranty period, so we reviewed some videos to learn it is a common issue and follow some tips (e.g., try plastic weld). That worked for a few weeks, then the side broke, so we did the same thing, then it broke again, hence the duct tape. This was normal household wear, and I definitely would expect better from Sony and this price point. They have setup a service via Microland for headband repair, but that is another $150 and I would sooner put that toward new headphones with a different company. Review originally posted on sony.com No, I would not recommend this to a friend.",Positive
Jaime19 - January,5,"Customer rating: 5 out of 5 stars Awesome headphones! Definitely recommend! Verified Buyer Reviewed by Jaime19 - January 22, 2025 [This review was collected as part of a promotion.] I saw these headphones at a retail store at the airport and I tried them on and the airport got super quiet! I was like woe these are so cool! I played some music on them and the sound was crystal clear. I was so impressed I ended up buying some. They are so comfortable and look great. I use them around the house and when I work out. They are also great for travel especially while on flights the noise cancellation is awesome, plus great for watching movies and listening to music. I definitely recommend. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
GabeHo - March,5,"Customer rating: 5 out of 5 stars AirPod Max’s bite the curb. Verified Buyer Reviewed by GabeHo - March 16, 2025 [This review was collected as part of a promotion.] I personally traded in my AirPod Max’s for a pair of Sony XM5’s and honestly I would have never bought the Max’s if I wasn’t blinded by social media. Noise cancellation is a little less inferior compared to the Max’s but everything else makes up for it. I no longer get a random headache from wearing my headphones nor have deal with the bulkiness of the headphones when storing it in my bag. Though I was hesitant to leave the apple ecosystem I do not regret my decision. If you care about audio and customization then Sonys are the move. Take it from a broke college student that hates listening to people. Get the Sony’s. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Neutral
Arthur - September,1,"Customer rating: 1 out of 5 stars Terrible sound quality!!! Verified Buyer Reviewed by Arthur - September 28, 2022 [This review was collected as part of a promotion.] I can't believe they sound so terrible that even EQ doesn't help. No base whatsoever, no matter what I do. Sony reduced the driver size from 40mm to a tiny 30mm, and it affects sound quality. Significant downgrade from XM3. I had to return them and buy XM4 instead. I can't believe two year old headphones sound much better than the new one and cost less. If they cost $150 I could tolerate that sound, but for $400 and after XM3 and XM4 they just dont leave up. Sony is going down the hill. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
TalkEyidah - January,4,"Customer rating: 4 out of 5 stars Comfortable listening Reviewed by TalkEyidah - January 25, 2024 I've had these a few weeks and I must say I'm loving the XM5. They are so comfortable I wear them all day working from home without discomfort. And they work well connected to both my laptop and phone. 
Calls are great and no complaints about call quality from colleagues. 
The transparency mode is acceptable. I can hear my surroundings. I don't use noise cancelling that much.
Sound is good but not better than my XM4s. And I miss the foldability of XM4s. 
So far no sweaty ears. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
KharyG - December,5,"Customer rating: 5 out of 5 stars Fantastic! Verified Buyer Reviewed by KharyG - December 12, 2022 [This review was collected as part of a promotion.] These are absolutely fantastic headphones!  They are amazing noise cancelling and only the Apple Airpod Max’s do that better.  The sound quality is top notch as well.  The best part though, is how light and comfortable they are.  And this is where they out class the Apple Airpod Max’s, and it’s not even close.  My choice for at home headphones are the Sony XM500’s.   For airport and flights, it’s the Apple Airpod Max’s because of their elite ability to cancel out noise.  However, if you can only afford to buy one… you’re best bet is the Sony’s because of everything they offer along with the much lower price point. Review originally posted on bestbuy.com Yes, I would recommend this to a friend. Quality: Excellent Value: Excellent Ease of Use: Excellent",Positive
TnshGpt - March,5,"Customer rating: 5 out of 5 stars Great sounding headphones Reviewed by TnshGpt - March 28, 2023 Had to settle for the black ones since the silver/white ones I really wanted were not available. Other than that, these items are great. Sound quality is awesome, full bass, especially when you use them with the LDAC codec. Unfortunately this high quality codec is only available at the expense of multipoint Bluetooth connection, hope Sony makes it possible to connect multiple devices while still using LDAC.
The noise cancelling is great, creates a scary silence around you lol. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Manar - December,3,"Customer rating: 3 out of 5 stars Connecting issues Verified Buyer Reviewed by Manar - December 12, 2024 [This review was collected as part of a promotion.] I’ve bought these a couple of months back. I love everything about them when it comes to the noise cancellation and sound and even the app where u can customize the sound. However connecting it to my laptop tends to give me a headache. I use an HP 2 in 1 laptop and it drives me insane. I’ve sat here for the past 20 minutes trying to connect my headphones to my laptop and it still won’t work. It says it connect at moment and then my show would play but no sound would come out and then this ear piercing  sound comes out of it basically shutting down my headphones. I would have to then repeat the process over and over and over again in hopes that it would eventually connect. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Neutral
Bergtech - July,5,"Customer rating: 5 out of 5 stars WORTH EVERY $$ Reviewed by Bergtech - July 1, 2023 I was introduced to the wh1000mx4 headphones via a very good friend of mine we travel a lot and concur they are a must.  ( devastated l misplaced my wh1000mx4's ) 
 I couldn't last ten days without them they're amazing in sound quality and look and feel, I'm 
 Noisy or annoyances on flights, are just cancelled right out !
 Close your eyes you're solo on a desert island,  or dancing like nobody's around ; when your sport a pair of the new wh1000mx5's folks that know tech and SONY spot them and ask me "" how much better are they than the previous model ?"" 
 WOW Is all I reply wow, as well as making you feel as close to being alone with your thoughts that you can be with a busy lifestyle. 

 Research and Development at Sony, HEAR HEAR !

 im kinda glad the previous model was misplaced...

 Thanks team Sony Review originally posted on Sony.com.au Yes, I would recommend this to a friend.",Positive
Charlie1975 - April,4,"Customer rating: 4 out of 5 stars Great sound quality Reviewed by Charlie1975 - April 9, 2025 These are my first Sony headphones , I got this after my Bowers / Wilkins stop working after 2 years , it was easy to set up , great sound , battery lasted a long time , and light on my head , as I have it om my head for about 30 hours a week that is every week , as I love to listen to music  , IF this Headphones last as long as my old  Sennheiser pro which lasted  12 years , I would then say that this the best headphone ever , but for now it's a great headphones Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Baylie - March,5,"Customer rating: 5 out of 5 stars Lots of compliments about them being stylish Verified Buyer Reviewed by Baylie - March 10, 2024 [This review was collected as part of a promotion.] They're the best ANC headphones I've found, and I've tried pretty much every mid and high end pair I could find. These cancel noise better, have better and fuller sound profiles, and are lighter weight and more comfortable on the head all day. I like the case it comes with too and the headphones not folding up, to me, is a pro. Battery life is amazing, I'm always plugging them in before they need it because I'm used to my things needing to be charged more. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"Wolf - May 19,",5,"Customer rating: 5 out of 5 stars Sony WH-1000XM5 Wireless Headphones – Quick Review Verified Buyer Reviewed by Wolf - May 19, 2025 [This review was collected as part of a promotion.] Quick Review

The Sony WH-1000XM5 headphones deliver outstanding sound quality, industry-leading noise cancellation, and a sleek, modern design. Ideal for commuters, travelers, or home office use, they offer up to 30 hours of battery life and quick charging. The call quality is excellent, and they support multipoint Bluetooth pairing for added convenience.

Pros:

Superb sound and ANC
Lightweight, comfortable design
Excellent battery life and fast charging
Clear call quality
Cons:

Expensive
Slight concerns about hinge durability
Verdict:
If you're looking for top-tier wireless headphones with excellent noise cancellation and audio performance, the XM5s are a fantastic choice. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
EsmeraldaM - August,5,"Customer rating: 5 out of 5 stars Better than what she had on her Xmas list Verified Buyer Reviewed by EsmeraldaM - August 23, 2023 [This review was collected as part of a promotion.] I purchased these headphones last year in December for my daughter, and I wanted to get some thing that was not gonna be tiny and that she was going to lose in a month! so I decided to go for these  not only because of the beautiful neutral color but because I had read the reviews. Eight months in, always lets me know how she really loves the headphones and how she really enjoys them and enjoys all the different sound settings. So happy with this purchase. And as she mentions she’s happy I bought them for her instead of the items she had on her Christmas list. She’s 16 years old 15 at the time of purchase. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Chaithanya - August,4,"Customer rating: 4 out of 5 stars Excellent noise cancellation Reviewed by Chaithanya - August 15, 2023 These headphones have enabled me to do household tasks and be on calls without the other person complaining of the noises. Before this I often had to stop doing such tasks due to complaints of disturbances.
The main reason for this being rated 4 and not 5 is because it is not comfortable to wear continuously for over 2 hours. I am able to wear my Sony WHCH700N for up to 5 hours comfortably and expected the same with these new ones too. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"KevinD - June 5,",5,"Customer rating: 5 out of 5 stars Premium sound cancellation headphones Verified Buyer Reviewed by KevinD - June 5, 2023 [This review was collected as part of a promotion.] Best sounding bluetooth headphones I've ever used. The premium sound cancelling on these headphones is better than any headphones I've ever owned, compared to other more expensive options.

One criticism is that connecting to your bluetooth device is often challenging, but maintains connection once you get it paired. Additionally, you are highly advised by Sony not to use these headphones with activities that lead to prolific sweating. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
frustrateduser123,2,"Customer rating: 2 out of 5 stars Good audio marred by awful interface Reviewed by frustrateduser123 - February 10, 2026 I bought based on the Wirecutter review. First off:
Sound quality and noise cancellation: excellent.

So why 2 stars? Everything else about these is extremely frustrating. Can't use while charging. Unintuitive and confusing buttons to turn on, connect to bluetooth, and adjust noise cancellation - after year, I still don't know how to use them (I gave up long ago). ""Smart features"" are very dumb and auto-enabled: I clear my throat at my desk and music pauses. My default use is plugged in with a wire, no noise cancellation, because the UX of these is so frustrating and continues to frustrate me a year later.

Perhaps someone who enjoys tinkering with smart features in an app would enjoy these, but they've been the most frustrating experience I've ever had with headphones and I regret not returning them after getting them. Review originally posted on sony.com No, I would not recommend this to a friend.",Neutral
"BrayG - April 30,",3,"Customer rating: 3 out of 5 stars Great Headphones but get the the MX4 Verified Buyer Reviewed by BrayG - April 30, 2023 I bought these for in December and they broke after 4 months.  The band has a weak spot above the ear muffs and breaks apart.  I purchased the protection plus plan from Sony, which states that it covers accidents and manufacturers defects.  These broke easily and it will be hard to proved it wasn't an accident.   It appears to be a design flaw, so thank goodness I bought the Sony Protection Plus Plan Review originally posted on sony.com No, I would not recommend this to a friend.",Positive
"SamT - March 25,",5,"Customer rating: 5 out of 5 stars Sony- WH1000XM5 Wireless Headphones Verified Buyer Reviewed by SamT - March 25, 2025 [This review was collected as part of a promotion.] The Sony WH-1000XM5 headphones are incredible! The sound quality is rich and immersive, with deep bass and crystal-clear highs. The noise cancellation is next-level I can completely tune out distractions. They’re lightweight and super comfortable, and the battery lasts all day. Seamless connectivity and innovative features make these headphones great, and I would definitely recommend them. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
NoeliaP - November,5,"Customer rating: 5 out of 5 stars The best purchase Verified Buyer Reviewed by NoeliaP - November 19, 2023 [This review was collected as part of a promotion.] These headphones are great for airplane rides, I wore them on a trip and fell asleep and woke up when the plane was landing. They are also great if you get over stimulated easily because they block out noises. It also has a feature for you to turn off noise cancellation and hear if someone is talking to you. Lastly, they’re comfortable as well, the foam around the ears are really soft. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Clifton79 - January,5,"Customer rating: 5 out of 5 stars Best headphones yet Reviewed by Clifton79 - January 24, 2023 Performance is off the charts, I love them. I’ve had Bose, I’ve had Beats, I’ve had Sennheiser, these have been the best yet. I love the touch functionality although it takes a little getting used to where I’ve had previous headphones that have less, more simple functionality.
The app takes a little getting used to as there is a lot to learn but it’s worth it if you give it some time.
I use them everywhere but the noise cancellation is next level which I notice the most at the gym. It drowns out all the music playing through the speakers and I get perfect crystal clear clarity of my own music. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
RebeccaN - June,1,"Customer rating: 1 out of 5 stars Do not purchase. These are not built to last Reviewed by RebeccaN - June 7, 2025 [This review was collected as part of a promotion.] These broke while on my head. The part that connects the band to the earpiece is so flimsy it just snapped while I was taking it off. Sony has a one year warranty but was unwilling to help and bestbuy didn't want to help either. Huge waste of money these are not built to last I haven't even had them for a year. I still have the box to prove it(see photos) awful product Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Neutral
Doren - December,4,"Customer rating: 4 out of 5 stars Decent Headphones for price Verified Buyer Reviewed by Doren - December 1, 2025 [This review was collected as part of a promotion.] These are excellent-quality and very comfortable headphones for their price. The microphone for calls is really clear. But only after a week of using them, I came into contact with some issues where it would randomly disconnect from my phone for no reason, and I don't know why it does that. I really hope it doesn't do that with you guys. Besides that, def recommend Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
RevMike - September,1,"Customer rating: 1 out of 5 stars WH1000XMH Headband Prone to Break Verified Buyer Reviewed by RevMike - September 4, 2025 [This review was collected as part of a promotion.] Do not buy! The sound quality is good, the features smart, and the connectivity fairly solid. However, it all means nothing if the headband is prone to break at the hinge, at the cup. Then they are useless. I had the original hinge break, and then paid for a replacement. It just broke too. I did not sit on it, twist it, or abuse it. It just wore out, cracked, and then broke clean through. Now, useless. It is a known and notorious problem for this model, as is Sony's indifference. Google it. Skip this model, buy something else. You're welcome! Ratings based on holding one earcup to your head. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
LianV - August,4,"Customer rating: 4 out of 5 stars Lovin’ It Verified Buyer Reviewed by LianV - August 27, 2024 [This review was collected as part of a promotion.] The Sony headphones are wonderful! The bass while not as prevalent (to bass lovers), it is good for its audio clarity. Yes, you don’t get too much of a kick, but Sony more tweaked it for that Treble, Mid and all. The connectivity is great, and I genuinely loved them. Initially these were a trial to test because of curiosity, but ended up loving them. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
David dives - June,5,"Customer rating: 5 out of 5 stars Wow what a difference a few years make Reviewed by David dives - June 4, 2022 [This review was collected as part of a promotion.] I have mainly used these headphones at home, plus whilst on holiday in Wales.
I have previously owned noise cancelling for about four years and although happy with them after about an hour they were not that comfortable!
However with these ones from Sony I feel like I could wear them for a long time (long haul flight).
The sound quality has to be heard to be believed, noise cancelling is very impressive, if someone speaks to you whilst using these headphones the sound & image pause, then restart’s after wards.
I would recommend that if someone wants a quality pair of headphones, try these. Review originally posted on sony.com",Positive
Bones327 - May,1,"Customer rating: 1 out of 5 stars Poor Construction Reviewed by Bones327 - May 4, 2025 [This review was collected as part of a promotion.] I bought my set in july 2024.  I am very careful with my audio gear.  After 8 months, the right piece broke off.  A little gorilla glue and it was reattached. 2 weeks later, the left unit broke off.   Sony wont fix it and the Allstate extended warranty is impossible to communicate with.  So, do I spend another $400 to replace them?  Would you? Review originally posted on bestbuy.com No, I would not recommend this to a friend. Quality: Poor Value: Poor Ease of Use: Poor",Negative
atanda06 - July,5,"Customer rating: 5 out of 5 stars Excellent ANC headphones Reviewed by atanda06 - July 27, 2024 I just upgraded from WH-1000XM4, and I am happy I did. Its sound great when listening to my like music. It also have great settings system. Good EQ, just choose from preset EQ or do it manually if you want to.

Easy to setup and connect to the phone. It can be used on 2 devices 

ANC is excellent and speak to chat is also great feature. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Kaykay - February,5,"Customer rating: 5 out of 5 stars Sony Ear Headphones Verified Buyer Reviewed by Kaykay - February 11, 2026 [This review was collected as part of a promotion.] Great ear phones.  They met my expectations in every way.  Very good sound. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Anonymous reviewer,5,"Customer rating: 5 out of 5 stars Amazing Headphones! Airpod Max Killers! Verified Buyer Reviewed by Anonymous reviewer - May 25, 2022 [This review was collected as part of a promotion.] Had both previous pairs of XM3's & XM4's 
and i wasnt sure if these could top them but i was definitely wrong. 

Sound Quality 10/10 Great sound quality as always, i feel the 1 thing to improve on would be the ambient and not saying that its bad because its still fantastic but compared to the Airpod Max, there ambient is a tad bit better, but still works insanely great!

Bass 10/10 Sony giving us the option to adjust the bass through the app is great. I believe the bass is around the same quality as the XM4's except with this new sound quality i feel like it fits it very well and has an overall good match with it.

Design 9/10 Only because i personally liked the XM4's ability to twist and fold into a nice case. The case the XM5's come with are still good and have a nice magnet pocket to hold your cord accessories or anything that you want.

Battery Life 10/10 Super fast charging speeds so you dont have to worry about 1 hour charges. 3 min charge = 3 HOURS OF PLAYTIME! Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
iLoveTech - May,5,"Customer rating: 5 out of 5 stars Must buy Verified Buyer Reviewed by iLoveTech - May 29, 2022 [This review was collected as part of a promotion.] Quality of the headphones is amazing. The material used for the cushions is super soft and premium. The equalizer is amazing, though I like the out the box sound to have a very balanced sound. Battery life has been great so far. I wish there was a little bit more customization in the app for non Spotify users. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"Jerry - July 20,",3,"Customer rating: 3 out of 5 stars Good but not worth the price Verified Buyer Reviewed by Jerry - July 20, 2022 [This review was collected as part of a promotion.] The noise canceling on these headphones is amazing. But the sound doesn't feel right, its missing base and sometimes can sound a bit low. They're definitely overpriced with cheap quality material. They also stain very easily, any minor oils on your hands will stain them. Constantly having to wipe off. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
Anker - September,5,"Customer rating: 5 out of 5 stars 10/10 Verified Buyer Reviewed by Anker - September 17, 2022 [This review was collected as part of a promotion.] WOW!! These headphones are insane. The noise cancellation is amazing and I love the fact your music stops when you move them off your ears. For the price, it’s so worth it. You can also change how much bass/treble you get and can do custom noises. I would definitely recommend! They are so beautiful :) Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
AndresD - September,5,"Customer rating: 5 out of 5 stars LE_WH-1000XM5 Verified Buyer Reviewed by AndresD - September 5, 2025 [This review was collected as part of a promotion.] These Sony headphones are the absolute best purchase I could have made! The sound cancellation on these are absolutely supreme, along with the Ambient mode it works wonders no matter where I bring them they fit perfectly. The battery life is beyond AMAZING charges in minutes and stays alive for hours. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"shay - May 26,",5,"Customer rating: 5 out of 5 stars AMAZINGG Verified Buyer Reviewed by shay - May 26, 2023 [This review was collected as part of a promotion.] I will never shut up about this headphone, i used to think getting headphones was a very unnecessary purchase as an airpod user, trust me when i say it absolutely isn’t when it’s these ! super lightweight & comfortable! doesn’t give you a headache like the apple ones. will forever recommend these. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"KethiaN - May 31,",5,"Customer rating: 5 out of 5 stars Headphones Verified Buyer Reviewed by KethiaN - May 31, 2024 [This review was collected as part of a promotion.] Works excellently. I use for classes, the gym, yoga, Pilates, and every one of my hobbies. The features of the touch pad on the side is very useful and fun to use but difficult to get the hang of, but once figured out it’s easy. The price is worth it for these headphones, I recommend it greatly! Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Allan P - December,5,"Customer rating: 5 out of 5 stars Best Ever Headp Reviewed by Allan P - December 16, 2024 This could be the best ever headphones I ever tried or purchased. Love the feel and the comfort, I can wear it all day and won't even noticed it's there. Sound is amazing, phone calls are excellent. The noise cancelling is superb, it just takes you to your own private world when it's turned on. Review originally posted on Sony.com.au Yes, I would recommend this to a friend.",Positive
HOOPJOHNSON - December,4,"Customer rating: 4 out of 5 stars Great Pair Of Headphones Better Than Apple Verified Buyer Reviewed by HOOPJOHNSON - December 20, 2024 [This review was collected as part of a promotion.] Great headphones. By far the best in the market. Vocals are crisp and clear. The only reason I'm not giving it 5 stars is because I would have liked to have the option to manage my bass a bit which this set doesn't have a great deal of, but I truly respect the audio balance of these headphones. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Sunrae - October,5,"Customer rating: 5 out of 5 stars Great but not a fan of matte finish Reviewed by Sunrae - October 27, 2022 [This review was collected as part of a promotion.] Sound overall is great and customizable with the app, its also an added bonus to create a different listening experience to your choice. The matte finish is a little annoying- not sweat friendly and a little hard to clean up with wipes. Another thing I think that theyre the perfect weight. Review originally posted on bestbuy.com Yes, I would recommend this to a friend. Quality: Excellent Value: Good Ease of Use: Good",Positive
KimAnne - October,5,"Customer rating: 5 out of 5 stars Best headphones available! Reviewed by KimAnne - October 9, 2022 [This review was collected as part of a promotion.] So many pros and no cons. These WH-1000XM5 Wireless Industry Leading Noise Canceling Headphones are great. So easy to use and par. The sound quality is top notch and the noise cancelling is amazing. So lightweight and very comfortable too. These headphones are the best ones we've found. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Jay421 - April,4,"Customer rating: 4 out of 5 stars GR8 Sound BUT Reviewed by Jay421 - April 23, 2023 Brand new user to the Sony ANC and XM range. Found the set-up easy and sound quality outstanding.Great battery life. Gets Hot around the ear on long use, I DO NOT LIKE the cheap rubber plastic feels and look, it looks faded already and not even week of use still, fingerprint magnet. Review originally posted on Sony.com.au",Positive
"Nigel79 - May 25,",5,"Customer rating: 5 out of 5 stars Excellent sound and comfort Reviewed by Nigel79 - May 25, 2023 Very easy to connect and accessible noise cancelling button is handy. Headphones are very comfortable and much better than my Aitpods for longer term use. Sound and build quality is very good. Like the handy travel bag that houses then so protected on the go Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Ghjk - January,5,"Customer rating: 5 out of 5 stars Great set of headphones. Verified Buyer Reviewed by Ghjk - January 20, 2024 [This review was collected as part of a promotion.] comfortable headphones - I have glasses and I cannot have the headphones too tight.  These stay on nicely and don't feel like they will damage my glasses.
sound quality - is excellent. I've got a music service that these headphones can take advantage of for better sound.
battery life - haven't really tested this.  Although they have lasted all day while I travel.
style - i like the simplistic design on the headphones and the color does stand out a bit, but i don't want to forget it anywhere so I need it to be different.
wireless - Bluetooth is really good on these cans.  I love being able to walk around the house and not worry about dropouts. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"Angel - June 30,",4,"Customer rating: 4 out of 5 stars Good, but could be better. Verified Buyer Reviewed by Angel - June 30, 2023 [This review was collected as part of a promotion.] Overall these are good headphones. The noise cancelling is amazing, however  i would not recommend these to somebody looking for the best sound quality. They do not sound bad, but for 400 dollars i did expect them to sound better Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
AmberG - October,5,"Customer rating: 5 out of 5 stars BEST HEADPHONES EVER!!! Verified Buyer Reviewed by AmberG - October 1, 2023 [This review was collected as part of a promotion.] BEST HEADPHONES EVER!!! You can not go wrong with these. The sound quality. The noice cancellation. The features they provide. All is unmatched!! I would recommend these to anyone looking for a bad to the bone pair of headphones Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Janet41 - March,5,"Customer rating: 5 out of 5 stars Love These Headphones Reviewed by Janet41 - March 18, 2025 I've had these headphones for a couple weeks (upgraded from my WH-1000XM4s and they have been nothing but exceptional. They're so comfortable and the sound quality is astonishing, and I've only charged them twice in the weeks I've had them when I've been using them every day for at least 2-3 hours. I opted for the smoky pink colour and I do wish they were a bit more pink as their colour seems to differ a lot depending on the lighting, but they still look very cool and I do not regret choosing that colour. The microphone quality is good and taking calls is so much easier now, and the touch controls make for a premium feeling, excellent product. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
